Number, Time, Scramble 
47321,13.96,U B' U2 F2 U R2 F2 U2 B2 U' R2 D' F2 D' L' R' D' B2 R' D' L
47322,14.37,R B2 U2 R' F2 U2 R F2 U2 L U2 F L2 R' U B2 D U' B' L
47323,13.09,B2 L2 D B' U2 B' U2 L' R2 B2 R2 F' D2 F L2 F R2 B' L2 D
47324,12.72,U' B2 F2 D2 B2 L2 R2 U' L' D2 B' L2 B D' B U2 B'
47325,14.16,F2 U B' U' L' U2 B R' U2 F2 D2 F2 L' D2 L' U2 L2 D2 R
47326,13.93,L2 U2 B2 D R2 U' R2 D2 F2 D B2 D' L' D' B2 U2 L U F D2 R'
47327,14.37,F2 D B2 R' D2 F2 D2 U2 L2 R F2 L B2 D' R D' F2 U B' R
47328,12.43,R2 F2 R2 B' D2 B' L2 F2 D2 R2 F D' L R F2 U' R2 D' F' R2
47329,12.13,L U2 L' D2 L2 D2 F2 L2 B2 U2 F' L F' L' R D' B L F2
47330,14.79,R' F2 R D' R2 B2 D2 R2 D' L2 F2 D2 L2 F D L2 U R F' L2
47331,15.94,U2 B R2 B' L' D R F U2 B2 U2 B D2 B' R2 F' U2 D2 F' U'
47332,12.99,B' L2 U2 F2 U R2 B2 R2 U2 F2 L F2 U' F U F' R U'
47333,11.47,L' D U2 B2 U B2 R2 D' L2 B2 U' R' B' D L2 U' L2 F2 L
47334,18.36,B2 L2 U2 B2 L2 D2 F' U2 F2 R2 F R U F2 L B2 U F' D
47335,14.11,R B' L2 D2 L2 D2 L' U2 F2 L R2 F2 L' D2 B' U2 L' F U' R D'
47336,12.49,U2 B' U R' B D' F2 U R2 F2 L U2 L F2 L2 D2 B2 L2 U2
47337,12.12,L' F L2 B' L2 B' R2 F R2 F U2 B2 R U2 L F' U R' U2 R
47338,15.28,F D' R' D2 F2 R D R2 D2 F U2 B2 R2 B2 R2 U2 F L2 B D' F
47339,13.03,R U D2 R D2 B2 U2 R2 B2 R F2 R D2 B' D2 L F L B' D U
47340,14.22,F R D2 L2 D2 R' U2 L B2 R2 U2 R2 U' B L B R' D L F U'
47341,14.53,U2 F' U L2 D' R B' D2 R B2 R2 B2 R2 D2 R2 F' R2 B' L2 B' U2
47342,14.34,L' B2 R2 B2 R B2 R U2 F2 L' F2 D2 F' R2 B D' R2 D F2 L B'
47343,12.69,B D B2 R F' D B2 L B2 U2 R2 F2 R2 F2 U' F2 U' B2 U2 R F'
47344,14.38,D F D' R L U D' F R2 L2 F2 D2 B2 U' F2 D L2 F2 R' L2
47345,16.95,B L' U F2 U2 B L2 B' D2 B' L2 B' R2 D R2 B' L R U' B
47346,13.62,R B2 D' B2 D2 L U' B2 L' D2 R' F2 U2 F2 B2 R D2 R2 B'
47347,14.26,D2 B2 D L2 R2 F2 U F2 R2 D' U' F' L' B' D U L2 B U B2 L'
47348,13.96,D2 F2 D2 F2 L B2 R D2 L2 U2 R U2 D F' D' U L F U B R2
47349,15.07,B R2 L D' B' D2 L' U' B F2 L2 U2 L F2 R' U2 F2 U2 F2
47350,13.47,R B2 L' R2 F2 D2 L' B2 D2 U2 R' F' L D' F R' B L U' F' R'
47351,15.06,F2 L2 R2 U2 F L2 B2 U2 L2 B2 U2 R U' F L F2 U2 F2 R'
47352,15.06,U2 F2 R D2 F' D' L' U2 L2 B2 R2 D2 F' R2 B D2 F2 R2 L2 U
47353,12.55,R2 D' R F R' D' R2 B U' B2 U R2 U' B2 D F2 B2 U R2
47354,15.07,F2 U' L2 D2 L B2 L' F2 U2 R2 B2 F2 D2 B' R' B2 R2 U' R' D'
47355,13.26,F' D F' L2 U2 F' U2 L2 F R2 B' D2 U B' L R' U2 B2 F2
47356,13.26,F2 U2 R D2 L2 D R2 B2 U2 F2 U B2 U' R2 L F L R2 U' F' D'
47357,15.42,B2 U2 L B2 L' B2 R' F2 D2 L U' R' U2 B F' D L' R B'
47358,11.49,B' L2 F2 D2 B' F2 U2 L2 U2 L2 F2 R' B2 D B F' L2 D R D
47359,13.30,B2 D R2 U L2 D B2 R2 B2 U R2 F L2 U' R' B' L' D B F2 L
47360,15.42,L' B' D L2 F2 R2 D2 R2 U' B2 F2 D' L B L2 B2 U' L' B2 U'
47361,17.61,B U L2 B' U2 B' U2 L2 B2 R2 B L2 F U L' D' L' U2 R U'
47362,13.74,B' R D' R2 D2 B D2 F D2 L2 F' D2 F2 L U R' F' D' F' U'
47363,17.44,B2 F L U2 L2 F2 U2 L D2 B2 D2 R D' B2 F' U' F2 R F' L'
47364,15.45,F L2 U2 L2 F R2 B' R2 B' D2 F R D' B' L F U L D U
47365,15.55,F B2 U2 B2 R2 U2 L' D2 L B2 U2 R2 F' U' R2 F L R' B' U2
47366,12.27,U2 F' R2 U2 B L2 B2 R2 D2 L2 D2 U B L' D' U' R' U R B2 R
47367,14.02,B L2 U' R2 D U F2 U' F2 L2 F2 R' F2 L' B' U' L' U'
47368,13.41,R2 U' F2 L2 B2 U2 L2 D2 R2 D' F2 R' F U B' L B D2 R2 F' R2
47369,13.68,L2 D2 B D2 R2 U' B2 L2 B2 F2 D' U' F2 U B' R' B U2 L' B' U
47370,15.12,D2 F' U' F L' D' R' U2 F' D2 L2 F' R2 B L2 B L2 U2 L B2
47371,12.57,D2 B2 L2 R2 D' B2 R2 D2 R2 D B' L D B L' U2 F2 R2 U F'
47372,13.81,R F2 R2 U B2 U' L2 F2 U2 F2 U F L' B L D' U2 F D2
47373,13.98,F R2 D2 B2 D2 L' F2 R B2 R2 D2 L' U2 B F2 L' D F L2 U' B
47374,9.76,R' F2 U2 B2 R2 U2 R2 B L2 U2 R2 D' R U B U' B L' R F
47375,15.67,F R' B2 R2 U' L2 R2 F2 R2 U B2 U2 L2 B D' B2 F' D L' D
47376,15.49,B' U F' D2 L2 U2 F2 L2 F' R2 F' L2 R2 F2 L U' B R U R U
47377,11.35,R' D2 U2 F2 L2 B U2 B2 L2 F2 R2 D2 F2 U L D' L' R' F R' D2
47378,16.80,B R' U2 L2 B2 L2 B R2 D2 U2 F2 R2 F' R' D' B' R U' R2 B'
47379,13.86,D2 F L' U' B2 L2 D2 R2 D2 F2 D F2 U' F' L2 U F2 R2 B R'
47380,15.88,D2 L2 B' U2 F' D2 B' L2 B U2 L2 F' L' U' L2 R F R2 D B' F'
47381,14.04,D2 U2 B U2 B U2 B2 U2 F R2 F' L D' L2 D B' L' R F' D' R
47382,15.40,R2 D L' D2 B U2 D' F D' U2 R2 L2 F B2 D2 R2 B L2 F D2
47383,22.17+,F U' F2 U F' R' F2 B L B2 U B2 D2 R2 F2 R2 F2 D B2 D'
47384,16.32,F' R2 D2 R U2 R' B2 D2 B2 L F2 R' B R2 U' B L2 D L R'
47385,17.32,D' R F2 L2 B2 U' R2 B2 D L2 D2 R2 D' R U2 R' B' U R U2
47386,11.77,B2 U D2 F' U' R D' F2 L F2 U R2 F2 D2 B2 D F2 L2 F2 U B'
47387,12.22,F D F2 U R2 U2 R2 F2 U' R2 U' L U2 L2 B F' U' R D2 F2 L2
47388,16.18,D' U2 F2 L2 U2 F2 L2 U2 L F2 R F2 R' B' L' D' L' U' F' D2 R2
47389,11.77,U2 B' R U' B2 R2 D2 B2 D R2 F2 B' R2 B' U2 F' R2 L2 F
47390,15.61,L R2 D F2 U R2 U B2 L2 D2 R2 U2 R' U L D F' D' U'
47391,14.40,R2 U2 F' D2 F L2 F D2 B' L2 F2 D' R' U L U F U' F2 R
47392,11.34,D R2 B2 U' L2 D2 B2 L2 B2 U B2 U R D' U' L' B' U' R2 D L
47393,12.12,B' D2 R' F2 B' U L2 F L R2 F' L2 F D2 B' D2 B U2 F' L2
47394,15.93,D2 L B2 U2 L U2 R' F2 R F2 R' D2 B' D F2 D' U2 R U2 F L
47395,14.05,L U2 L U2 F2 L U2 R' B2 R D' B' D U2 R B R' U' F D
47396,15.93,R2 F' D2 F2 D2 F2 R2 D' F2 U2 F2 U' R' U R D2 F' U' F2
47397,14.70,D' F2 U' F' L U2 B' R2 D2 R2 U2 F2 R' D2 L F2 U2 B2 D2 F U
47398,15.18,L2 B' U B' L U' R F' D R2 B2 R2 U' B2 U' F2 D R2 F2 D2 R'
47399,13.48,R' D L2 B L2 D2 F U2 B2 R2 F' U2 B' L2 D' L B' D2 L' F U2
47400,11.94,L' U L' D2 B2 R2 B2 L D2 R D2 R2 F2 R' U B U R' F D' B2
47401,17.11,R' D' B2 D' L2 D2 B2 R2 B2 L2 U' F2 U' R' U' R2 F D' L B U
47402,15.58,B2 U2 R' D2 L' D2 L2 F2 R B2 U2 L' D F U R B L2 D U' F2
47403,14.83,F2 L D' F R U2 F R' U' L2 B2 L2 F U2 L2 B' L2 F D2 F R2
47404,13.60,F2 L D F' U B' U F' B2 R2 U2 D2 R2 D' F2 R2 B2 R2 U L'
47405,15.60,U B' D' F' L2 F' L F2 U R2 B2 D2 R2 B R2 F2 D2 R2 F' D2 B
47406,16.32,U2 F2 L2 U2 F' D2 F' D2 F2 R2 B' L D U' R D B L' D2 L U2
47407,13.71,L F' D' B2 R2 U F B D L B2 R U2 F2 U2 R L2 D2 B2 L'
47408,13.87,L D R2 U' L2 U2 F2 U' B2 U B2 L2 U' L B' U' B2 D R2 F' D'
47409,18.07,B2 D L U2 R2 L2 U R B2 D2 F U2 F' R2 U2 F2 B' L
47410,16.84,D' F2 D2 L2 D U2 R2 U L2 R2 U R2 L B' D2 F2 U' L R B L
47411,13.44,B R' U' F2 D2 L D F2 R F U2 B' U2 D2 B2 L2 B' R2 U2 F'
47412,14.53,R' D F R U R U D' R' U2 R U2 R B2 D2 L2 D2 L2 B2 R
47413,11.67,L2 F D2 L2 B2 L R2 D2 R' B2 D2 R' D' L2 R' D' L2 U
47414,14.59,U' F2 R2 D' B2 F2 D U' F2 L2 U' B' R D' B2 F R D B' U F2
47415,12.36,U' R2 U' F2 U2 L2 B2 L2 B2 L D F R' B' F' R' D F' D2
47416,12.51,R B' F2 D F2 U F2 L2 D R2 D' F2 U F2 R U' B' D' B2 F D
47417,14.32,B2 R B L' D' F2 D R' F2 L2 U D F2 D' R2 D B2 R2 B2 R2 F
47418,16.20,F L D2 F' R2 F U2 D F U2 L2 U' L2 U' F2 R2 U L2 U2
47419,12.61,B2 D' L2 D F2 L2 D2 B2 D2 F' R2 F2 L B D' B2 U' F'
47420,11.97,B L F' U' L' F L D L2 B R2 L2 F2 U2 F L2 F R2 D'
47421,14.08,D2 L D F U' L' B' D R2 D2 R2 F L2 D2 F' U2 F L2 B2 L2
47422,13.27,R B' U2 B2 U' F2 D' F2 R2 U' B2 U R U' B' L2 D R' F D2
47423,11.34,F R2 U2 F U' B2 R D B F2 U2 L' B2 D2 R' L' B2 D2 F2
47424,13.57,B L2 R2 B' U2 L2 F2 L2 F' L2 R2 U2 R' F' L2 D' F2 U' L' F D'
47425,15.03,L D2 U2 L' R U2 B2 R B2 F2 D' F2 R2 U F' R D B' D F'
47426,14.91,F2 D2 B2 R' D2 B2 L' D2 F2 L2 F2 U R B' L' U' B' L' D2 U'
47427,16.08,R' D2 B D2 F D2 F' D2 L2 D2 B U2 B' L F' D L U F' D2 R'
47428,16.20,F R' D' R' F' L' U B D2 R2 U2 D2 F U2 B2 U2 B' R2 D2 R'
47429,19.51,L' U B' R2 F' L2 B D2 B' D2 B2 U2 B' R2 D' B' F' L U2 R U
47430,13.80,U R2 B2 U' R2 U' B2 R2 U R F2 D U L B' F U B2
47431,12.19,F2 L2 B' U2 B R2 F' R2 D2 F' L U R U' L' R D2 F2
47432,14.88,F2 D2 R F2 L' B2 R2 D2 U2 B2 L' B' U' F L F' U2 B' L' U
47433,11.95,U D' L' F R' B' R2 B2 D L2 U2 F L2 F' U2 F U2 B U2 B'
47434,13.30,U2 L D2 F2 L2 B2 F2 L B2 R2 U2 B' U F2 L' D2 F' D' L' U L'
47435,15.10,B2 D2 B2 L2 B2 R2 U2 L2 D R2 L F R D' F U L' D' B' F
47436,14.70,B' R' D F2 U' L2 F2 U' F2 L2 R2 D' L' R' B2 U' F D2 L D'
47437,14.74,U' B2 D B2 D B2 D2 U' R2 U' R2 L U2 F' U2 L' F2 R' U' L2
47438,14.25,U R B2 F L2 F2 U' B2 D L2 D' R2 L' U2 F U2 B L B
47439,14.25,F2 D' F R2 L2 U' R' L2 U2 D' R2 F2 U F2 D2 F2 R2 B D2
47440,14.58,R2 D' L2 U L2 B2 D F2 U' B2 F2 L2 R D' U L' F2 L2 R2
47441,20.47,L B2 U F R' U D' B L U2 D F2 D R2 U F2 U F2 D2 R2 F2
47442,18.94,L2 U' F2 D F2 D F2 L2 F2 U2 B D' F2 R' D U2 R' U' R F'
47443,12.46,U' B D2 B2 D' B2 U' B2 U' F2 U2 L2 U2 L D' B2 D2 F' L' R D'
47444,12.64,D R2 F' U2 F D2 L2 B F2 U2 F2 L' D' B L U F R' F2
47445,11.10,R2 B2 L' F' B D R2 F U D2 R2 D L2 U R2 F2 D F2 U' B'
47446,16.48,D F' R B' D F L2 U' R B L2 U2 R U2 F2 B2 L U2 R' U2 B2
47447,15.03,L' U B2 U' D F' U R D U2 L2 D2 R2 F2 U2 D2 L B2 L B2
47448,15.33,D2 F2 R2 U' B2 U' L2 F2 R2 F2 D2 F2 R' D' B' D U2 F' L2 D2 B'
47449,12.94,D L2 D R2 U' B2 U' F2 U F2 U2 R D U B' R' F R2 F2 R' D
47450,15.01,L U2 F2 L2 B L2 U2 B2 D2 F D2 U2 R2 D' R2 U B' L' D2 U' L
47451,11.11,R B2 U L2 B2 D U F2 D' U2 L2 B' R' F R' B' R B L2
47452,12.78,F2 R L2 F' L2 D2 F R2 F' L2 D2 B' D L2 R B2 R B' R2
47453,18.07,U' L2 D R2 U R2 B2 R2 U2 R2 U R' F U R' U F' R' D2 F'
47454,14.37,R U2 L2 F2 L' F2 D2 U2 R2 U2 R' D L' R' U B L2 D2 B2 L' F'
47455,11.29,F2 R2 F2 L2 R2 D' L2 B2 D B' D' R U L' U F D' B2 D'
47456,13.05,B2 L F R2 F2 R2 D2 R2 D2 B U2 F L2 D R' U B R U B R'
47457,14.22,L2 F2 D B2 D R2 D' U L2 B2 L B2 U L F U B' D' U2 L'
47458,11.25,R2 D' R2 B2 R2 U' R2 U' L2 B2 F U R F D2 B D' B2 L' D
47459,14.73,F R2 U' F2 L2 U' R2 U2 R2 D2 R2 B' R2 D' B2 R' U' B2 L' U
47460,12.90,F' D2 L2 B2 D R2 B2 R2 D' R' D R D2 F R' B D2 F
47461,15.88,L' D' B U2 R2 D' L2 D' L2 F2 D' U2 L2 F2 R' U' F L D2 U' F2
47462,16.81,F' L2 B2 R2 B' D2 U2 B R2 U2 F L U' B F R2 B' R B U L2
47463,15.30,B' U B D2 L' F' B' U L2 F2 U2 D2 F U2 B2 D2 B R2 F' D
47464,13.66,D' B U2 B2 U2 R2 U' B2 F2 R2 D' B2 F2 L' D' L2 F' R B' D2 R2
47465,15.01,R D2 F2 L2 D2 B2 D' L2 R2 F2 U R2 B D2 U2 R D' B' D L
47466,12.88,B2 D B2 D L2 R2 U2 B2 R2 U' F2 L U' R D2 L F' U B' F R2
47467,14.95,D' R B U' L' F D R2 L2 B2 R2 F' R2 B R2 B' U2 L2 D L2
47468,15.93,L2 U B2 F2 D L2 D' F2 D' U2 L2 D2 F' L2 U F' D' F2 L' D R2
47469,12.18,R' D2 R F2 L2 D2 R B2 U2 R' B D L2 B2 D' R B' D U R2
47470,14.01,R B L F' R2 F L2 B' F2 R2 F' D2 B U B2 F' D' R B U'
47471,12.20,B2 R B U2 R' D' F B2 D' B2 D F2 D F2 D B2 R2 L2 U' B
47472,20.46,U2 R2 U' B2 D2 L2 R2 F2 U R2 B' R2 F2 U' L' D B' D' U2 F
47473,14.34,F' L' B L2 D2 R2 B U2 F' L2 B2 U2 B L D' F2 U2 F D L2
47474,17.44,F2 D R' F' B' R2 D' L B U2 B D2 B2 U2 F' L2 B D2 R2 L2
47475,12.36,F2 R F2 L' B2 R' F2 R' U2 B2 D2 B2 D' F R2 B' R D' B2 D
47476,13.89,D2 B U2 L2 R2 B2 L2 D2 R2 D2 F' U2 D' F R2 D2 R' U' B2 F U
47477,12.99,L U2 D B2 U2 B D R L2 U2 R2 U2 B' L2 F2 L2 D2 F2 U2 R'
47478,13.50,R' U D F2 U D2 R2 F U' R2 D2 L' U2 R' U2 L2 U2 D2 F2 U2 L'
47479,15.15,R2 B2 U R2 U L2 U2 L2 F2 U F2 U F' D' U F' L' B' D2 L' R2
47480,13.11,U F2 D2 F2 R2 B2 D L2 U2 L2 R2 F2 L' U' R B' F' D L2 R B
47481,13.11,L' U' F2 D2 U2 F' U2 F R2 F2 L2 R2 D' L' D2 L F L' U
47482,15.95,L U D2 F D F2 L B' R' U B2 U B2 U' F2 D2 L2 F2 L2 B2 U
47483,12.88,D' B' U' B L' F2 U L' U2 F2 L2 F2 R' U2 B2 R' B2 L2 F2 D' B2
47484,17.11,B' F2 R2 D L2 R2 U L2 U' R2 B' L D R2 F' R' U'
47485,14.05,U2 L D B2 L2 U R2 F2 D L2 B2 D2 L2 U2 F' D' B' R2 U B2
47486,15.03,U F' D L2 D' L2 U2 L2 B2 D2 F2 D2 F L' B R' B2 D' F D
47487,15.40,F' B2 U2 B2 U' L2 U F2 D' R2 F' L' D' B2 L2 U' B L'
47488,13.38,D' U2 F2 D2 L U2 L2 R F2 R' D2 L2 F' U L' F2 L2 B2 L2
47489,12.76,F2 U B' L' F D2 R' B' R2 F2 R2 U' F2 L2 U L2 U' F2 U L
47490,11.62,U2 L2 B2 U' B2 D2 U B2 U2 R2 U' R B L' R B2 U' R' B2 U2 L
47491,15.23,R' D B L2 D' L2 U F2 L2 U L2 F2 R2 B' R B2 D L2 F2 R'
47492,14.04,U2 L F D L B U2 F' D2 R U2 D2 R B2 L' B2 D2 R2 D2 R U
47493,13.65,F' D L2 F2 D2 L2 D B2 L2 U B2 F2 R D2 B D2 B2 U' F R U2
47494,16.72,L2 B F2 R2 U2 B2 L2 D' F2 R2 U' B2 F2 U' L' R' F' U L2 R'
47495,12.24,B2 D R2 B2 L2 D2 F2 U R2 F2 R2 D' F' U' B R U' L' D' F L'
47496,12.13,F2 R' D2 B2 U2 R2 U2 R2 B2 U2 R' U2 B' D' F2 R' B D B' R' U2
47497,12.45,F2 U R2 B' R2 F D2 B2 D2 R2 B' R2 B2 U' R' F' L' U2 F' D2
47498,12.99,F R' B2 R U2 L B2 D2 L' F2 R' U2 L B' R' B2 D' L D' F'
47499,11.29,F U2 R2 U' L2 B2 F2 U F2 U2 L' U F' L D' U' F R B2
47500,14.74,L' B' U2 B2 U' L F U2 R L' U2 B2 U2 L B2 R2 U2 D' L
47501,24.36,R' B2 D F2 D2 B' L2 D2 F' D2 F' U2 B' F' R' U F D2 U' L' F
47502,12.12,B2 D' B2 R2 B' L2 D2 R2 F R2 B D L F2 L2 D2 U' B
47503,19.78,R' U2 R2 B R2 B L2 D2 F2 R2 F' U2 L U R F R' D' U2 L U
47504,13.92,L' F2 B' D2 F' L2 U L F' U2 F' D2 F' U2 L2 F' R2 F R2 F2 D
47505,12.00,U' F2 D' B' R' B D L' F R U2 F2 D2 R2 U2 L D2 L' D2 B2 R
47506,14.05,D' F2 U2 B2 D L2 D R2 U' R2 U2 L B' U B2 R2 D2 F U' B2
47507,15.18,D2 F' U2 B L2 U2 R2 D2 F' D2 F2 R2 L' U' F D R2 D2 U
47508,13.82,D' R2 D B2 D' B2 R2 U B2 R2 D2 L' U' F D' L' R B' U' L' R2
47509,13.59,U' D' R L D F' U2 D F' R' F2 L' D2 B2 R2 D2 L' U2 F2 R D2
47510,11.91,U L2 D' R2 U' L2 U' B2 L2 U2 B2 R2 F L B' D L' F U2 L2 U
47511,14.49,F R2 B2 U' B L U D2 F' R2 F2 U2 R' B2 L' U2 L2 D2 F2 R' U2
47512,15.49,F R' L2 B2 F2 D2 U' R2 D' L2 F2 D2 L2 U L U R F U2 L D
47513,13.39,F D2 U2 R F2 R D2 L' F2 L R2 B2 R2 F L2 U B' L F' R' U
47514,14.40,L D2 R2 D2 R2 U2 F2 R U2 F2 L B2 D' F' U B' R D2 U2 F L
47515,15.07,B U2 R2 D F2 U' R2 F2 D' F2 D L2 D R B D' R' D U2 L
47516,16.03,F L B2 U' B2 D2 R2 B2 D F2 D' U2 R2 B' U2 F' R' D' L' B D
47517,13.74,L2 D' R2 U B2 F2 D B2 L2 U F2 L U' B' F2 L2 B2 D U' F D'
47518,11.29,B U D' B R B' D2 L' F' B2 U2 L2 F D2 L2 F L2 U2 B R2
47519,15.31,D2 L R2 F2 R B2 U2 L' F2 U2 B2 L2 F R2 D' B' U R2 F2 U
47520,16.47,D F' U R L D B U2 F U2 R B2 D2 L' F2 L U2 B2 R B2
47521,12.45,D2 B2 R2 F2 L F2 D2 R' F2 L' U2 R B' L' F D L' D2 F R2
47522,12.36,B2 U' L2 U2 B2 U2 B' D2 F2 U2 L2 B' F' U R D B2 R' F L' F2
47523,13.05,B' L2 B2 L2 D' F2 D2 R2 D F2 L2 F' L' R2 B2 D' B' L' F2
47524,12.36,R2 D' L2 D L2 B2 U' B2 U' R2 F U2 L D2 F' R B F2 D L
47525,13.29,L' B' U R2 U2 F2 L2 U B2 L2 U' B2 U' L' B' R D2 U' B' F' L2
47526,15.07,B2 F2 D B2 D' R2 D2 B2 U' B2 R2 L F2 U' F' U' F2 U B' R' U2
47527,17.49+,L U' B2 F2 R2 F2 U' B2 R2 D L2 U' R' D L F' R' F2 D L
47528,11.70,U L2 D' B2 R2 U2 F2 D' F2 R2 U2 F R' B2 D L2 U' L' B' D2 R'
47529,13.67+,D' B2 F2 D B2 U' R2 F2 L2 R2 U2 F U F L B2 R' B' D L
47530,12.45,L D' R' U2 L R D2 B2 D2 U2 R' D2 F2 R U F' R2 F D R B
47531,17.46,U' F' D2 U2 R U2 L' R' D2 B2 L F2 U2 R2 D' B' L' D2 L2 U2 B'
47532,15.64,D2 L2 B2 D2 L2 D' B2 F2 L' B' R2 B2 U' L B2 F2 U' L'
47533,11.47,F2 L2 B' R2 F2 L2 F L2 D2 F' R' B' U' L R F R' F D B'
47534,14.32,B R' F2 D' B' L U F2 D B R2 B2 L2 U2 F' D2 B D2 F U2 B'
47535,13.44,B D F2 R2 F2 D B2 D2 L2 D' B' R B' F2 R B D' B2 F2
47536,14.62,B2 L2 D L2 U2 L2 B2 D' R2 U2 L2 F L D' L' U' R B D' L F2
47537,16.20,B2 R2 U B L D2 R U2 R2 D2 L2 U2 B2 U B2 U F2 L2 B2 F D'
47538,15.53,D2 L' F2 L2 F L2 U2 L2 F2 D2 R2 F L2 R2 D F U' R B' D2 B'
47539,15.28,L2 B L2 D2 F' D2 B' R2 D2 F2 R2 B L' F' R' D R' F U R' U2
47540,15.66,D2 R D B2 F2 R2 U L2 B2 L2 D' R2 L F U2 B R' B' D2 L'
47541,13.63,F2 U R2 D' U' L2 R2 U L2 U' F2 B' D R F2 U L' R B L2 B2
47542,14.29,B2 L2 U2 F2 L2 U2 R2 F2 R2 F D2 R D2 U B D2 U' R' D R B'
47543,13.02,R2 U' R2 U2 L2 U F L' B U L2 U2 F2 U R2 B2 D' B2 R2 D2 R2
47544,12.24,D L2 U' R2 F2 L2 U2 R2 D L2 F2 U' L' U L2 B' R2 F' L2 R' U
47545,15.25,D L2 U' B2 U L2 B2 D B2 F2 U F U R' B U B2 D' B' D'
47546,14.02,L2 R2 D2 L2 U' B2 D' L2 U L2 B2 U' R U2 F' D2 L' R D B' L2
47547,14.92,R' F' B' D' R' B2 R' U2 L' F' R2 D2 L2 F' R2 F U2 D2 F' L2
47548,13.59,L2 B' U2 B' R F U' R B' L2 D2 R2 U2 F' L2 F2 B R2 B
47549,14.32,F2 D' L2 B U2 F' D2 B' U2 B' R2 B2 F' D2 L D' U L' F U F2
47550,11.31,F2 L U' D' B U L U' B2 R B2 L2 B2 L D2 L F2 R' F2 R'
47551,15.00,U B' L2 D2 F D2 B' L2 F2 D2 F2 D R' B' R2 B' F U L2
47552,14.13,F' D' B2 D2 F2 U F2 D' B2 L2 R2 F R' U' R' F L D2 U
47553,14.88,D B2 U2 B2 U' L2 F2 R2 B2 R2 D' B2 L' R' B L R F' D' B' R
47554,12.64,B' L F2 U F2 D' B' D L' R2 U' F2 B2 U' B2 U' L2 D2 L2 B2 D'
47555,12.01,R' B2 D L2 U' R2 B2 R2 D' F2 D' L F D2 F2 R' F U2 B U2
47556,11.98,U F L' D' F B L2 D B' U D L2 F2 B2 U2 D' L2 F2 D B2
47557,13.33,U F L2 B2 L D2 L2 R B2 U2 F2 B' U2 L' U2 R F2 D' B'
47558,14.86,F2 D2 F2 R' D2 U2 F2 L R2 F2 L2 F' U F U' L2 B R F D'
47559,11.31,L' U' F2 U F' R D B2 L B2 L D2 F2 B2 R' F2 B2 R U' F
47560,12.03,U2 F D2 R2 B F2 D2 L2 B2 U L' B D B2 U F R D U'
47561,12.28,D' L' F2 R D2 R F2 R2 U2 F2 D2 R B' U' B F R' D2 F' R2
47562,13.15,F U R2 F' D R2 L2 D B D2 F2 D2 L B2 R2 L B2 R2 F2 U2
47563,14.53,F2 R2 B2 D2 L2 D' F2 L2 U' R2 D2 R2 L' D2 F D' R B F2 L' F
47564,13.74,D2 F B R2 L D' R' B2 U' R2 U R2 D2 B2 R2 D' B2 U L' F2
47565,15.42,U2 F' R2 B R2 F2 D2 F' U2 B' F' L B2 L' D' R' U2 F' R U
47566,13.41,D L F2 D2 B2 D2 L D2 L U2 L2 B2 L' U B' D2 U' B' R B
47567,12.84,U' L' R2 F2 D B2 R2 D R2 U' B2 R2 B2 L' D2 F R2 B' D' U2
47568,15.49,F2 R' D' F' B' U F D2 L' F2 R F2 U2 R2 F2 L' F2 B2 D L2
47569,13.89,R L2 U' F2 U F2 L2 U' F2 U2 R2 D R2 B D L F R' B' F2 R2
47570,12.75,L2 F L2 F' U2 B L2 R2 F2 D2 U R2 U R' D' L B R D'
47571,12.88,U' L2 F' L2 B' R2 F L2 B' D2 U2 B' U R U' L' F' L2 D B' D'
47572,15.24,U2 R D' B2 U B' R U' R2 L2 D' B2 D2 R2 U F2 L2 B2
47573,13.20,U L U R2 F2 U F2 D L2 D' B2 U2 B2 F' U B' F R2 D B L'
47574,15.51,U' R2 D' L2 D U' L2 R2 U L2 B2 F L R2 B L F' R' D F R2
47575,14.02,B2 U2 R2 B D2 L2 D2 F L2 B F' R' D2 B' L D L2 R' U L2 F2
47576,15.55,L' U2 F' U2 B U2 F2 D2 L2 D2 B' R2 U2 L D' F' L' R F' L U'
47577,11.20,D R' B2 U' R2 B2 R' F' U R2 B2 U L2 F2 R2 U B2 D2 L2
47578,13.05,R2 U B2 R' U' L F D R' D2 F' D2 B' U2 F' U2 F D2 F L2 F'
47579,15.28,F' U2 D' B D B' D2 L U D2 F2 D2 L2 B R2 B2 U2 L2 B2
47580,13.84,U' L D R F' L U2 D2 B' L2 B2 L2 U' F2 D' L2 B2 R2 F2
47581,19.00,B2 U2 R2 B2 D2 L U2 R2 B2 F2 U2 F' D2 F' R' B2 D R' B U
47582,14.64,U' R F D F2 U' B2 U2 F2 L2 U' F2 L2 F2 R F2 U' L2 D2 U' L
47583,13.17,U F2 D' L2 D' R2 F2 U L2 F2 L2 B' L U' R' D' L B R2 D F2
47584,14.26,F' D2 B F2 U F2 U L2 F2 R2 B2 D2 U' R B' L2 R2 D' B F
47585,17.31,F R2 F2 D2 L' R' U2 B2 L D2 U2 R D R' U' L' F R D L
47586,13.99,F L F' L2 B2 R2 D' U2 B2 R2 U' L2 F2 R' F D B2 L U B
47587,13.50,L D2 L2 D L2 D R2 F2 L2 B2 D U2 F' L' R' D' F2 U B2 R'
